Status,Ticket ID,Priority,Support Channel,Issue Category,Agent Name,Created DateTime,SLA Resolve Due,SLA First Response Due,Resolution DateTime,First Response DateTime,Interaction Count,CSAT Score,Product Segment,Support Tier,Country,Resolution Hours,First Response Minutes,Single Touch Flag,Res SLA Breach,FR SLA Breach,Agent Joining Date,Experience Level,,
Closed,TKT-2402,Medium,Email,Feature request,Kristos Westoll,2023-06-21 23:30:20,2023-06-23 23:30:20,2023-06-22 00:30:20,2023-06-22 20:43:43,2023-06-22 00:20:37,1,5,Ready to use Software,Tier 1,Germany,21.22,50,1,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-2403,High,Chat,Other,Kristos Westoll,2023-06-21 11:31:28,2023-06-22 11:31:28,2023-06-21 11:33:28,2023-06-21 11:39:05,2023-06-21 11:32:38,60,,Custom software development,Tier 1,United Kingdom,0.13,1,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-2404,Low,Email,Training request,Adolpho Messingham,2023-06-21 08:31:17,2023-06-23 08:31:17,2023-06-21 09:31:17,2023-06-21 21:32:34,2023-06-21 08:52:45,8,3,Training and Consulting Services,Tier 2,Poland,13.02,21,0,0,0,2020-05-15,Mid-Level,,
In Progress,TKT-2405,Medium,Email,Training request,Connor Danielovitch,2023-06-21 18:46:11,2023-06-23 18:46:11,2023-06-21 19:46:11,,2023-06-21 19:34:19,8,,Training and Consulting Services,Tier 1,Spain,,48,0,,0,2018-02-15,Senior,,
In Progress,TKT-2406,Medium,Email,Product setup,Connor Danielovitch,2023-06-21 15:15:00,2023-06-23 15:15:00,2023-06-21 16:15:00,,2023-06-21 15:57:39,2,,Ready to use Software,Tier 1,Poland,,43,0,,0,2018-02-15,Senior,,
Resolved,TKT-2407,High,Email,Feature request,Heather Urry,2023-06-21 15:13:01,2023-06-23 15:13:01,2023-06-21 16:13:01,2023-06-23 02:46:06,2023-06-21 15:51:51,3,,Other,Tier 2,Poland,35.55,39,0,0,0,2022-09-25,Junior,,
Closed,TKT-2408,Low,Phone,Pricing and licensing,Sheela Cutten,2023-06-21 15:24:15,2023-06-23 15:24:15,2023-06-21 15:26:15,2023-06-27 08:48:41,2023-06-21 15:25:00,5,4,Training and Consulting Services,Tier 1,Germany,137.41,1,0,1,0,2019-07-10,Senior,,
In Progress,TKT-2409,Low,Email,Product setup,Connor Danielovitch,2023-06-21 07:58:57,2023-06-23 07:58:57,2023-06-21 08:58:57,,2023-06-21 08:53:03,2,,Other,Tier 1,United Kingdom,,54,0,,0,2018-02-15,Senior,,
Closed,TKT-2410,Low,Phone,Product setup,Nicola Wane,2023-06-21 14:09:56,2023-06-23 14:09:56,2023-06-21 14:11:56,2023-06-21 22:35:13,2023-06-21 14:13:04,1,2,Ready to use Software,Tier 1,Slovenia,8.42,3,1,0,1,2021-03-12,Mid-Level,,
Resolved,TKT-2411,High,Email,Feature request,Heather Urry,2023-06-22 21:31:03,2023-06-24 21:31:03,2023-06-22 22:31:03,2023-06-23 11:02:13,2023-06-22 21:36:58,1,,Custom software development,Tier 2,Austria,13.52,6,1,0,0,2022-09-25,Junior,,
In Progress,TKT-2412,Medium,Phone,Pricing and licensing,Sheela Cutten,2023-06-22 09:19:42,2023-06-24 09:19:42,2023-06-22 09:21:42,,2023-06-22 09:22:04,1,,Custom software development,Tier 1,United Kingdom,,2,1,,1,2019-07-10,Senior,,
Resolved,TKT-2413,High,Chat,Pricing and licensing,Sheela Cutten,2023-06-22 21:24:24,2023-06-23 21:24:24,2023-06-22 21:26:24,2023-06-23 08:25:47,2023-06-22 21:25:53,4,,Other,Tier 1,Czech Republic,11.02,1,0,0,0,2019-07-10,Senior,,
Closed,TKT-2414,Low,Email,Feature request,Heather Urry,2023-06-22 15:10:05,2023-06-24 15:10:05,2023-06-22 16:10:05,2023-06-23 01:28:53,2023-06-22 21:32:05,1,5,Custom software development,Tier 2,Poland,10.31,382,1,0,1,2022-09-25,Junior,,
In Progress,TKT-2415,Medium,Email,Other,Kristos Westoll,2023-06-22 09:31:15,2023-06-24 09:31:15,2023-06-22 10:31:15,,2023-06-22 10:12:14,3,,Ready to use Software,Tier 1,Germany,,41,0,,0,2021-10-18,Mid-Level,,
Closed,TKT-2416,Low,Chat,Product setup,Sheela Cutten,2023-06-22 03:14:48,2023-06-23 03:14:48,2023-06-22 03:16:48,2023-06-22 08:24:32,2023-06-22 03:16:01,3,4,Ready to use Software,Tier 1,Poland,5.16,1,0,0,0,2019-07-10,Senior,,
In Progress,TKT-2417,Low,Chat,Training request,Heather Urry,2023-06-22 05:33:00,2023-06-23 05:33:00,2023-06-22 05:35:00,,2023-06-22 05:36:01,8,,Training and Consulting Services,Tier 2,Italy,,3,0,,1,2022-09-25,Junior,,
Closed,TKT-2418,Medium,Email,Purchasing and invoicing,Michele Whyatt,2023-06-22 15:20:02,2023-06-24 15:20:02,2023-06-22 16:20:02,2023-06-25 01:52:58,2023-06-22 15:36:47,1,4,Ready to use Software,Tier 2,Germany,58.55,17,1,1,0,2022-04-10,Junior,,
Closed,TKT-2419,Low,Phone,Pricing and licensing,Connor Danielovitch,2023-06-22 15:17:57,2023-06-24 15:17:57,2023-06-22 15:19:57,2023-06-24 06:43:14,2023-06-22 15:18:08,2,3,Custom software development,Tier 1,France,39.42,0,0,0,0,2018-02-15,Senior,,
Closed,TKT-2420,Medium,Chat,Other,Adolpho Messingham,2023-06-22 10:16:27,2023-06-23 10:16:27,2023-06-22 10:18:27,2023-06-22 14:53:00,2023-06-22 10:20:46,60,4,Other,Tier 2,France,4.61,4,0,0,1,2020-05-15,Mid-Level,,
Resolved,TKT-2421,Low,Phone,Other,Kristos Westoll,2023-06-23 02:51:48,2023-06-25 02:51:48,2023-06-23 02:53:48,2023-06-23 16:17:04,2023-06-23 02:52:11,3,,Ready to use Software,Tier 1,Bulgaria,13.42,0,0,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-2422,Low,Phone,Pricing and licensing,Bernard Beckley,2023-06-23 02:00:34,2023-06-25 02:00:34,2023-06-23 02:02:34,2023-06-23 21:33:51,2023-06-23 02:04:43,2,,Training and Consulting Services,Tier 1,Austria,19.55,4,0,0,1,2019-11-20,Senior,,
Closed,TKT-2423,Low,Email,Feature request,Connor Danielovitch,2023-06-23 11:18:18,2023-06-25 11:18:18,2023-06-23 12:18:18,2023-06-23 23:12:52,2023-06-23 12:10:12,1,3,Ready to use Software,Tier 1,Germany,11.91,52,1,0,0,2018-02-15,Senior,,
Closed,TKT-2425,Medium,Email,Product setup,Bernard Beckley,2023-06-23 13:46:19,2023-06-25 13:46:19,2023-06-23 14:46:19,2023-06-24 23:07:51,2023-06-23 14:10:55,1,4,Ready to use Software,Tier 1,United Kingdom,33.36,25,1,0,0,2019-11-20,Senior,,
In Progress,TKT-2426,Low,Email,Pricing and licensing,Kristos Westoll,2023-06-23 20:46:30,2023-06-25 20:46:30,2023-06-23 21:46:30,,2023-06-23 21:26:44,2,,Custom software development,Tier 1,Germany,,40,0,,0,2021-10-18,Mid-Level,,
Resolved,TKT-2429,Low,Email,Pricing and licensing,Nicola Wane,2023-06-23 22:09:46,2023-06-25 22:09:46,2023-06-23 23:09:46,2023-06-25 00:32:48,2023-06-23 22:20:05,2,,Ready to use Software,Tier 1,Italy,26.38,10,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-2431,High,Email,Purchasing and invoicing,Bernard Beckley,2023-06-24 07:16:23,2023-06-26 07:16:23,2023-06-24 08:16:23,2023-06-30 04:11:12,2023-06-24 07:52:50,1,4,Other,Tier 1,Italy,140.91,36,1,1,0,2019-11-20,Senior,,
Closed,TKT-2433,Low,Chat,Feature request,Sheela Cutten,2023-06-24 18:39:33,2023-06-25 18:39:33,2023-06-24 18:41:33,2023-06-25 12:35:40,2023-06-24 18:40:26,3,2,Ready to use Software,Tier 1,Bulgaria,17.94,1,0,0,0,2019-07-10,Senior,,
Closed,TKT-2446,Low,Chat,Pricing and licensing,Heather Urry,2023-06-25 16:40:38,2023-06-26 16:40:38,2023-06-25 16:42:38,2023-06-26 13:32:30,2023-06-25 16:42:37,6,4,Custom software development,Tier 2,Republic of Ireland,20.86,2,0,0,0,2022-09-25,Junior,,
Resolved,TKT-2447,High,Chat,Purchasing and invoicing,Kristos Westoll,2023-06-25 11:26:56,2023-06-26 11:26:56,2023-06-25 11:28:56,2023-06-25 13:44:36,2023-06-25 11:28:23,8,,Ready to use Software,Tier 1,Poland,2.29,1,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-2448,Low,Email,Other,Michele Whyatt,2023-06-26 22:38:22,2023-06-28 22:38:22,2023-06-26 23:38:22,2023-06-28 00:49:29,2023-06-27 05:46:55,2,4,Ready to use Software,Tier 2,France,26.19,429,0,0,1,2022-04-10,Junior,,
In Progress,TKT-2449,Low,Email,Product setup,Connor Danielovitch,2023-06-26 10:41:45,2023-06-28 10:41:45,2023-06-26 11:41:45,,2023-06-26 11:30:50,10,,Other,Tier 1,Italy,,49,0,,0,2018-02-15,Senior,,
Resolved,TKT-2450,Low,Phone,Bug report,Sheela Cutten,2023-06-26 05:34:44,2023-06-28 05:34:44,2023-06-26 05:36:44,2023-06-27 17:15:10,2023-06-26 05:35:20,1,,Ready to use Software,Tier 1,Spain,35.67,1,1,0,0,2019-07-10,Senior,,
Closed,TKT-2451,High,Phone,Other,Heather Urry,2023-06-26 12:51:02,2023-06-28 12:51:02,2023-06-26 12:53:02,2023-06-27 12:39:07,2023-06-26 12:52:12,3,3,Training and Consulting Services,Tier 2,United Kingdom,23.8,1,0,0,0,2022-09-25,Junior,,
Closed,TKT-2452,Medium,Phone,Feature request,Connor Danielovitch,2023-06-26 05:51:24,2023-06-28 05:51:24,2023-06-26 05:53:24,2023-06-28 03:04:17,2023-06-26 05:53:36,3,5,Custom software development,Tier 1,Spain,45.21,2,0,0,1,2018-02-15,Senior,,
Closed,TKT-2453,Low,Email,Purchasing and invoicing,Sheela Cutten,2023-06-26 11:00:12,2023-06-28 11:00:12,2023-06-26 12:00:12,2023-06-30 19:00:37,2023-06-26 11:24:52,1,3,Custom software development,Tier 1,Republic of Ireland,104.01,25,1,1,0,2019-07-10,Senior,,
In Progress,TKT-2454,Low,Phone,Other,Connor Danielovitch,2023-06-26 11:40:47,2023-06-28 11:40:47,2023-06-26 11:42:47,,2023-06-26 11:42:19,1,,Custom software development,Tier 1,Germany,,2,1,,0,2018-02-15,Senior,,
In Progress,TKT-2455,Low,Email,Pricing and licensing,Bernard Beckley,2023-06-26 20:30:04,2023-06-28 20:30:04,2023-06-26 21:30:04,,2023-06-26 20:44:27,2,,Custom software development,Tier 1,Poland,,14,0,,0,2019-11-20,Senior,,
Closed,TKT-2456,Medium,Phone,Feature request,Nicola Wane,2023-06-26 07:54:40,2023-06-28 07:54:40,2023-06-26 07:56:40,2023-06-27 18:20:54,2023-06-26 08:00:32,3,5,Ready to use Software,Tier 1,Bulgaria,34.44,6,0,0,1,2021-03-12,Mid-Level,,
Closed,TKT-2457,Low,Chat,Bug report,Connor Danielovitch,2023-06-26 08:29:45,2023-06-27 08:29:45,2023-06-26 08:31:45,2023-06-27 07:18:21,2023-06-26 08:31:01,9,4,Training and Consulting Services,Tier 1,Slovenia,22.81,1,0,0,0,2018-02-15,Senior,,
Resolved,TKT-2458,Low,Email,Bug report,Michele Whyatt,2023-06-26 03:46:35,2023-06-28 03:46:35,2023-06-26 04:46:35,2023-06-29 23:39:56,2023-06-26 03:52:58,2,,Ready to use Software,Tier 2,Slovenia,91.89,6,0,1,0,2022-04-10,Junior,,
Closed,TKT-2459,Medium,Email,Feature request,Heather Urry,2023-06-27 23:17:53,2023-06-29 23:17:53,2023-06-28 00:17:53,2023-06-28 15:33:12,2023-06-27 23:34:02,3,2,Ready to use Software,Tier 2,Italy,16.26,16,0,0,0,2022-09-25,Junior,,
Closed,TKT-2460,Medium,Chat,Pricing and licensing,Bernard Beckley,2023-06-27 12:16:37,2023-06-28 12:16:37,2023-06-27 12:18:37,2023-06-27 19:53:52,2023-06-27 12:17:31,6,1,Ready to use Software,Tier 1,Spain,7.62,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-2461,Low,Chat,Feature request,Heather Urry,2023-06-27 08:00:05,2023-06-28 08:00:05,2023-06-27 08:02:05,2023-06-27 15:01:38,2023-06-27 08:00:38,3,4,Custom software development,Tier 2,Italy,7.03,1,0,0,0,2022-09-25,Junior,,
In Progress,TKT-2462,Low,Chat,Purchasing and invoicing,Sheela Cutten,2023-06-27 22:45:24,2023-06-28 22:45:24,2023-06-27 22:47:24,,2023-06-27 22:48:16,9,,Ready to use Software,Tier 1,Spain,,3,0,,1,2019-07-10,Senior,,
Closed,TKT-2463,Low,Phone,Other,Sheela Cutten,2023-06-27 21:39:49,2023-06-29 21:39:49,2023-06-27 21:41:49,2023-06-28 18:14:26,2023-06-27 21:40:31,1,2,Ready to use Software,Tier 1,Poland,20.58,1,1,0,0,2019-07-10,Senior,,
Resolved,TKT-2464,Low,Email,Pricing and licensing,Nicola Wane,2023-06-27 06:19:27,2023-06-29 06:19:27,2023-06-27 07:19:27,2023-07-01 14:54:35,2023-06-27 06:31:46,2,,Custom software development,Tier 1,United Kingdom,104.59,12,0,1,0,2021-03-12,Mid-Level,,
Resolved,TKT-2465,High,Chat,Product setup,Michele Whyatt,2023-06-27 06:27:31,2023-06-28 06:27:31,2023-06-27 06:29:31,2023-07-01 03:26:00,2023-06-27 06:29:31,6,,Custom software development,Tier 2,Spain,92.97,2,0,1,1,2022-04-10,Junior,,
Resolved,TKT-2466,Medium,Email,Bug report,Bernard Beckley,2023-06-27 01:10:56,2023-06-29 01:10:56,2023-06-27 02:10:56,2023-06-27 02:52:02,2023-06-27 01:50:11,2,,Ready to use Software,Tier 1,United Kingdom,1.69,39,0,0,0,2019-11-20,Senior,,
Resolved,TKT-2467,Low,Email,Purchasing and invoicing,Michele Whyatt,2023-06-27 19:26:27,2023-06-29 19:26:27,2023-06-27 20:26:27,2023-06-28 05:55:06,2023-06-27 19:45:39,9,,Custom software development,Tier 2,Poland,10.48,19,0,0,0,2022-04-10,Junior,,
Closed,TKT-2468,Low,Chat,Product setup,Bernard Beckley,2023-06-28 05:59:15,2023-06-29 05:59:15,2023-06-28 06:01:15,2023-06-28 15:31:48,2023-06-28 06:00:10,4,4,Ready to use Software,Tier 1,Poland,9.54,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-2469,Low,Email,Pricing and licensing,Kristos Westoll,2023-06-28 09:54:25,2023-06-30 09:54:25,2023-06-28 10:54:25,2023-06-29 13:39:01,2023-06-28 09:55:26,3,5,Ready to use Software,Tier 1,United Kingdom,27.74,1,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-2470,Low,Chat,Pricing and licensing,Bernard Beckley,2023-06-28 12:57:26,2023-06-29 12:57:26,2023-06-28 12:59:26,2023-06-28 21:24:25,2023-06-28 12:58:59,6,3,Ready to use Software,Tier 1,Germany,8.45,2,0,0,0,2019-11-20,Senior,,
Resolved,TKT-2471,Low,Chat,Pricing and licensing,Kristos Westoll,2023-06-28 12:31:36,2023-06-29 12:31:36,2023-06-28 12:33:36,2023-06-28 14:39:39,2023-06-28 12:31:37,4,,Other,Tier 1,Poland,2.13,0,0,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-2473,Medium,Email,Pricing and licensing,Nicola Wane,2023-06-28 01:59:56,2023-06-30 01:59:56,2023-06-28 02:59:56,2023-06-28 04:16:02,2023-06-28 04:06:08,4,,Training and Consulting Services,Tier 1,Germany,2.27,126,0,0,1,2021-03-12,Mid-Level,,
Resolved,TKT-2475,Low,Chat,Product setup,Connor Danielovitch,2023-06-28 05:47:38,2023-06-29 05:47:38,2023-06-28 05:49:38,2023-07-02 08:50:53,2023-06-28 05:49:34,8,,Ready to use Software,Tier 1,Germany,99.05,2,0,1,0,2018-02-15,Senior,,
Closed,TKT-2476,High,Chat,Other,Bernard Beckley,2023-06-28 10:12:07,2023-06-29 10:12:07,2023-06-28 10:14:07,2023-06-28 13:12:04,2023-06-28 10:15:07,60,3,Custom software development,Tier 1,Poland,3,3,0,0,1,2019-11-20,Senior,,
In Progress,TKT-2477,Medium,Chat,Feature request,Bernard Beckley,2023-06-28 18:31:59,2023-06-29 18:31:59,2023-06-28 18:33:59,,2023-06-28 18:33:08,6,,Custom software development,Tier 1,France,,1,0,,0,2019-11-20,Senior,,
In Progress,TKT-2478,High,Chat,Product setup,Adolpho Messingham,2023-06-28 18:37:55,2023-06-29 18:37:55,2023-06-28 18:39:55,,2023-06-28 18:38:46,7,,Custom software development,Tier 2,France,,1,0,,0,2020-05-15,Mid-Level,,
Resolved,TKT-2479,Low,Email,Other,Heather Urry,2023-06-28 04:10:43,2023-06-30 04:10:43,2023-06-28 05:10:43,2023-06-30 02:42:21,2023-06-28 05:08:58,6,,Training and Consulting Services,Tier 2,Germany,46.53,58,0,0,0,2022-09-25,Junior,,
Resolved,TKT-2481,High,Chat,Other,Kristos Westoll,2023-06-29 20:05:17,2023-06-30 20:05:17,2023-06-29 20:07:17,2023-06-30 15:22:55,2023-06-29 20:05:23,9,,Ready to use Software,Tier 1,Bulgaria,19.29,0,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-2482,Low,Email,Bug report,Kristos Westoll,2023-06-29 02:01:11,2023-07-01 02:01:11,2023-06-29 03:01:11,2023-06-29 15:53:38,2023-06-29 02:56:52,1,5,Training and Consulting Services,Tier 1,Greece,13.87,56,1,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-2483,Low,Email,Product setup,Heather Urry,2023-06-29 08:11:33,2023-07-01 08:11:33,2023-06-29 09:11:33,2023-07-02 04:26:55,2023-06-29 08:48:39,3,,Other,Tier 2,Italy,68.26,37,0,1,0,2022-09-25,Junior,,
Resolved,TKT-2484,Medium,Email,Product setup,Nicola Wane,2023-06-29 23:48:01,2023-07-01 23:48:01,2023-06-30 00:48:01,2023-07-01 16:55:35,2023-06-30 00:35:39,4,,Training and Consulting Services,Tier 1,Italy,41.13,48,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-2485,Medium,Email,Other,Bernard Beckley,2023-06-29 01:15:34,2023-07-01 01:15:34,2023-06-29 02:15:34,2023-06-30 04:38:44,2023-06-29 01:56:03,2,,Training and Consulting Services,Tier 1,Austria,27.39,40,0,0,0,2019-11-20,Senior,,
Resolved,TKT-2486,Low,Phone,Product setup,Bernard Beckley,2023-06-30 11:38:07,2023-07-02 11:38:07,2023-06-30 11:40:07,2023-06-30 21:04:36,2023-06-30 11:38:38,1,,Ready to use Software,Tier 1,Greece,9.44,1,1,0,0,2019-11-20,Senior,,
Resolved,TKT-2487,High,Chat,Product setup,Michele Whyatt,2023-06-30 01:01:06,2023-07-01 01:01:06,2023-06-30 01:03:06,2023-06-30 21:26:05,2023-06-30 01:02:51,7,,Other,Tier 2,Poland,20.42,2,0,0,0,2022-04-10,Junior,,
Closed,TKT-2488,Low,Chat,Feature request,Adolpho Messingham,2023-06-30 00:30:35,2023-07-01 00:30:35,2023-06-30 00:32:35,2023-06-30 22:15:29,2023-06-30 00:31:13,4,3,Custom software development,Tier 2,Poland,21.75,1,0,0,0,2020-05-15,Mid-Level,,
Closed,TKT-2489,Low,Chat,Purchasing and invoicing,Bernard Beckley,2023-06-30 11:55:24,2023-07-01 11:55:24,2023-06-30 11:57:24,2023-06-30 19:39:21,2023-06-30 11:57:20,6,3,Custom software development,Tier 1,Slovenia,7.73,2,0,0,0,2019-11-20,Senior,,
Closed,TKT-2490,Medium,Email,Product setup,Heather Urry,2023-06-30 03:26:27,2023-07-02 03:26:27,2023-06-30 04:26:27,2023-06-30 22:59:01,2023-06-30 04:12:24,2,4,Ready to use Software,Tier 2,Poland,19.54,46,0,0,0,2022-09-25,Junior,,
Closed,TKT-2491,High,Chat,Pricing and licensing,Nicola Wane,2023-06-30 11:16:15,2023-07-01 11:16:15,2023-06-30 11:18:15,2023-06-30 16:23:33,2023-06-30 11:19:23,7,5,Custom software development,Tier 1,Bulgaria,5.12,3,0,0,1,2021-03-12,Mid-Level,,
In Progress,TKT-2492,Medium,Email,Product setup,Connor Danielovitch,2023-06-30 01:18:00,2023-07-02 01:18:00,2023-06-30 02:18:00,,2023-06-30 02:03:01,6,,Ready to use Software,Tier 1,Spain,,45,0,,0,2018-02-15,Senior,,
Closed,TKT-2493,Low,Email,Product setup,Michele Whyatt,2023-06-30 08:43:31,2023-07-02 08:43:31,2023-06-30 09:43:31,2023-07-02 12:41:35,2023-06-30 09:31:16,5,3,Ready to use Software,Tier 2,Poland,51.97,48,0,1,0,2022-04-10,Junior,,
In Progress,TKT-2494,Medium,Chat,Feature request,Sheela Cutten,2023-06-30 18:51:17,2023-07-01 18:51:17,2023-06-30 18:53:17,,2023-06-30 18:52:55,6,,Other,Tier 1,Greece,,2,0,,0,2019-07-10,Senior,,
Resolved,TKT-2495,High,Email,Feature request,Heather Urry,2023-06-30 11:48:13,2023-07-02 11:48:13,2023-06-30 12:48:13,2023-07-05 11:34:09,2023-06-30 12:07:49,6,,Other,Tier 2,Czech Republic,119.77,20,0,1,0,2022-09-25,Junior,,
Closed,TKT-2496,Medium,Email,Purchasing and invoicing,Sheela Cutten,2023-06-30 07:56:05,2023-07-02 07:56:05,2023-06-30 08:56:05,2023-07-02 06:30:19,2023-06-30 07:58:35,5,2,Custom software development,Tier 1,Italy,46.57,3,0,0,0,2019-07-10,Senior,,
In Progress,TKT-2497,Low,Email,Feature request,Kristos Westoll,2023-07-01 19:34:25,2023-07-03 19:34:25,2023-07-01 20:34:25,,2023-07-01 19:48:13,1,,Ready to use Software,Tier 1,United Kingdom,,14,1,,0,2021-10-18,Mid-Level,,
Closed,TKT-2498,High,Chat,Product setup,Sheela Cutten,2023-07-01 04:08:10,2023-07-02 04:08:10,2023-07-01 04:10:10,2023-07-01 05:42:51,2023-07-01 04:09:14,4,5,Ready to use Software,Tier 1,Italy,1.58,1,0,0,0,2019-07-10,Senior,,
Resolved,TKT-2508,Medium,Phone,Other,Nicola Wane,2023-07-02 11:43:22,2023-07-04 11:43:22,2023-07-02 11:45:22,2023-07-08 05:52:44,2023-07-02 11:43:44,1,,Ready to use Software,Tier 1,Greece,138.16,0,1,1,0,2021-03-12,Mid-Level,,
Closed,TKT-2509,Medium,Chat,Feature request,Sheela Cutten,2023-07-02 15:34:25,2023-07-03 15:34:25,2023-07-02 15:36:25,2023-07-03 12:17:20,2023-07-02 15:36:18,3,4,Other,Tier 1,Bulgaria,20.72,2,0,0,0,2019-07-10,Senior,,
In Progress,TKT-2510,Low,Phone,Product setup,Sheela Cutten,2023-07-02 12:17:52,2023-07-04 12:17:52,2023-07-02 12:19:52,,2023-07-02 12:19:37,2,,Ready to use Software,Tier 1,United Kingdom,,2,0,,0,2019-07-10,Senior,,
In Progress,TKT-2511,Low,Chat,Product setup,Nicola Wane,2023-07-03 12:38:49,2023-07-04 12:38:49,2023-07-03 12:40:49,,2023-07-03 12:42:53,3,,Custom software development,Tier 1,Greece,,4,0,,1,2021-03-12,Mid-Level,,
Resolved,TKT-2512,Low,Email,Pricing and licensing,Connor Danielovitch,2023-07-03 05:38:12,2023-07-05 05:38:12,2023-07-03 06:38:12,2023-07-04 03:37:20,2023-07-03 05:56:44,6,,Ready to use Software,Tier 1,Czech Republic,21.99,19,0,0,0,2018-02-15,Senior,,
In Progress,TKT-2513,Low,Email,Bug report,Sheela Cutten,2023-07-03 22:38:16,2023-07-05 22:38:16,2023-07-03 23:38:16,,2023-07-03 22:53:31,1,,Custom software development,Tier 1,United Kingdom,,15,1,,0,2019-07-10,Senior,,
In Progress,TKT-2514,Low,Email,Bug report,Bernard Beckley,2023-07-03 00:50:51,2023-07-05 00:50:51,2023-07-03 01:50:51,,2023-07-03 01:39:06,3,,Ready to use Software,Tier 1,Germany,,48,0,,0,2019-11-20,Senior,,
In Progress,TKT-2515,Low,Chat,Feature request,Sheela Cutten,2023-07-03 19:13:13,2023-07-04 19:13:13,2023-07-03 19:15:13,,2023-07-03 19:14:27,4,,Custom software development,Tier 1,Poland,,1,0,,0,2019-07-10,Senior,,
Resolved,TKT-2516,Medium,Email,Product setup,Bernard Beckley,2023-07-04 23:47:01,2023-07-06 23:47:01,2023-07-05 00:47:01,2023-07-05 13:06:08,2023-07-05 00:07:29,2,,Ready to use Software,Tier 1,Germany,13.32,20,0,0,0,2019-11-20,Senior,,
Closed,TKT-2517,Medium,Chat,Pricing and licensing,Adolpho Messingham,2023-07-04 02:36:13,2023-07-05 02:36:13,2023-07-04 02:38:13,2023-07-04 19:31:19,2023-07-04 02:36:42,9,2,Training and Consulting Services,Tier 2,Italy,16.92,0,0,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-2518,Low,Email,Pricing and licensing,Connor Danielovitch,2023-07-04 00:39:52,2023-07-06 00:39:52,2023-07-04 01:39:52,2023-07-05 10:13:46,2023-07-04 01:08:14,3,,Ready to use Software,Tier 1,Poland,33.56,28,0,0,0,2018-02-15,Senior,,
Closed,TKT-2519,High,Phone,Pricing and licensing,Bernard Beckley,2023-07-04 10:01:39,2023-07-06 10:01:39,2023-07-04 10:03:39,2023-07-06 00:51:08,2023-07-04 10:01:53,1,3,Ready to use Software,Tier 1,United Kingdom,38.82,0,1,0,0,2019-11-20,Senior,,
In Progress,TKT-2520,High,Chat,Other,Kristos Westoll,2023-07-04 13:14:19,2023-07-05 13:14:19,2023-07-04 13:16:19,,2023-07-04 13:16:14,9,,Ready to use Software,Tier 1,Germany,,2,0,,0,2021-10-18,Mid-Level,,
Closed,TKT-2521,Low,Email,Other,Michele Whyatt,2023-07-04 01:40:31,2023-07-06 01:40:31,2023-07-04 02:40:31,2023-07-05 11:19:50,2023-07-04 04:13:22,10,5,Custom software development,Tier 2,Republic of Ireland,33.66,153,0,0,1,2022-04-10,Junior,,
Closed,TKT-2522,Low,Email,Bug report,Nicola Wane,2023-07-04 03:48:41,2023-07-06 03:48:41,2023-07-04 04:48:41,2023-07-04 05:00:11,2023-07-04 04:48:25,8,1,Custom software development,Tier 1,Austria,1.19,60,0,0,0,2021-03-12,Mid-Level,,
In Progress,TKT-2523,Low,Chat,Bug report,Michele Whyatt,2023-07-04 15:19:33,2023-07-05 15:19:33,2023-07-04 15:21:33,,2023-07-04 15:20:28,6,,Ready to use Software,Tier 2,Austria,,1,0,,0,2022-04-10,Junior,,
Closed,TKT-2525,High,Chat,Bug report,Adolpho Messingham,2023-07-05 12:47:04,2023-07-06 12:47:04,2023-07-05 12:49:04,2023-07-05 21:54:28,2023-07-05 12:52:06,6,1,Ready to use Software,Tier 2,Slovenia,9.12,5,0,0,1,2020-05-15,Mid-Level,,
Resolved,TKT-2526,Medium,Chat,Product setup,Kristos Westoll,2023-07-05 15:03:26,2023-07-06 15:03:26,2023-07-05 15:05:26,2023-07-05 23:40:48,2023-07-05 15:08:08,3,,Ready to use Software,Tier 1,Germany,8.62,5,0,0,1,2021-10-18,Mid-Level,,
Resolved,TKT-2527,Low,Email,Product setup,Nicola Wane,2023-07-05 23:01:55,2023-07-07 23:01:55,2023-07-06 00:01:55,2023-07-07 01:06:25,2023-07-05 23:18:20,1,,Ready to use Software,Tier 1,Spain,26.07,16,1,0,0,2021-03-12,Mid-Level,,
